Sign_ID ID Easting Northing Altitude Retro Angle Distance UTC Long Lat
3 4358846.0 740169.447 3755792.971 327.177 0.859 0.04761 25.243000000000002 69354.62062 -84.402212648 33.915201964
3 4358847.0 740169.452 3755792.99 326.918 0.871 0.03732 25.226 69354.62066 -84.40221259 33.915202134
3 4358848.0 740169.456 3755793.01 326.659 0.871 0.027030000000000002 25.211 69354.62069 -84.40221254 33.915202309
3 4358849.0 740169.451 3755793.036 326.4 0.871 0.01674 25.186999999999998 69354.62072 -84.402212587 33.915202552
3 4358850.0 740169.457 3755793.054 326.141 0.773 0.00645 25.18 69354.62075 -84.402212515 33.915202711
3 4358958.0 740169.488 3755793.036 327.697 0.776 0.06829 24.969 69354.63387 -84.402212186 33.915202537
3 4358959.0 740169.508 3755793.042 327.441 0.831 0.058 24.967 69354.6339 -84.40221196600001 33.915202586999996
3 4358960.0 740169.505 3755793.067 327.183 0.851 0.04771 24.936999999999998 69354.63393 -84.402211997 33.915202818000004
3 4358961.0 740169.51 3755793.086 326.927 0.867 0.03742 24.921 69354.63397000001 -84.402211933 33.915202981
3 4358962.0 740169.503 3755793.114 326.671 0.859 0.02713 24.891 69354.634 -84.402212008 33.915203243
3 4358963.0 740169.515 3755793.127 326.416 0.851 0.01684 24.889 69354.63403 -84.402211875 33.915203355
3 4358964.0 740169.51 3755793.154 326.16 0.804 0.00655 24.868000000000002 69354.63407 -84.402211918 33.915203594
3 4359073.0 740169.542 3755793.137 327.691 0.776 0.06819 24.656 69354.64718 -84.402211581 33.915203436
3 4359074.0 740169.538 3755793.162 327.437 0.851 0.0579 24.624000000000002 69354.64721 -84.40221161 33.915203661999996
3 4359075.0 740169.545 3755793.179 327.184 0.859 0.04761 24.607 69354.64723999999 -84.402211538 33.915203816
3 4359076.0 740169.551 3755793.196 326.931 0.863 0.03732 24.593000000000004 69354.64727999999 -84.40221146 33.915203966
3 4359077.0 740169.545 3755793.223 326.678 0.847 0.027030000000000002 24.565 69354.64731 -84.402211521 33.915204214
3 4359078.0 740169.551 3755793.241 326.426 0.839 0.01674 24.555 69354.64734 -84.402211456 33.915204372
3 4359079.0 740169.563 3755793.253 326.174 0.812 0.00645 24.557 69354.64737 -84.402211314 33.915204475
3 4359188.0 740169.587 3755793.244 327.687 0.788 0.06819 24.333000000000002 69354.66049 -84.40221106 33.915204395
3 4359189.0 740169.587 3755793.267 327.437 0.824 0.0579 24.305 69354.66053 -84.402211056 33.915204596
3 4359190.0 740169.594 3755793.283 327.187 0.859 0.04761 24.289 69354.66056 -84.402210978 33.915204743000004
3 4359191.0 740169.599 3755793.301 326.937 0.855 0.03732 24.274 69354.66059 -84.402210913 33.915204899
3 4359192.0 740169.594 3755793.327 326.688 0.808 0.027030000000000002 24.247 69354.66062000001 -84.402210968 33.91520514
3 4359193.0 740169.599 3755793.345 326.439 0.839 0.01674 24.237 69354.66066000001 -84.402210902 33.915205295999996
3 4359194.0 740169.59 3755793.374 326.19 0.831 0.00645 24.211 69354.66069 -84.402210992 33.915205561
3 4359304.0 740169.64 3755793.346 327.687 0.784 0.06829 24.019000000000002 69354.67381000001 -84.402210463 33.915205301
3 4359305.0 740169.64 3755793.368 327.439 0.839 0.058 23.991999999999997 69354.67384 -84.402210456 33.915205496
3 4359306.0 740169.654 3755793.378 327.193 0.855 0.04771 23.986 69354.67387 -84.402210298 33.915205583
3 4359307.0 740169.642 3755793.41 326.946 0.859 0.03742 23.948 69354.6739 -84.402210424 33.915205873000005
3 4359308.0 740169.651 3755793.424 326.7 0.871 0.02713 23.94 69354.67394 -84.402210323 33.915206001
3 4359309.0 740169.656 3755793.442 326.454 0.867 0.01684 23.93 69354.67397 -84.40221026100001 33.915206155
3 4359310.0 740169.652 3755793.467 326.209 0.839 0.00655 23.91 69354.674 -84.402210302 33.915206383000005
3 4359419.0 740169.697 3755793.445 327.681 0.812 0.06819 23.711 69354.68712 -84.402209813 33.915206175
3 4359420.0 740169.696 3755793.467 327.437 0.859 0.0579 23.683000000000003 69354.68715 -84.402209818 33.915206376
3 4359421.0 740169.706 3755793.481 327.194 0.871 0.04761 23.671 69354.68718 -84.402209712 33.915206497
3 4359422.0 740169.703 3755793.505 326.95 0.859 0.03732 23.645 69354.68722 -84.40220974 33.915206714
3 4359423.0 740169.711 3755793.52 326.707 0.867 0.027030000000000002 23.636 69354.68725 -84.402209651 33.915206847
3 4359424.0 740169.713 3755793.539 326.465 0.78 0.01674 23.623 69354.68728 -84.40220961600001 33.915207018000004
3 4359425.0 740169.703 3755793.569 326.222 0.851 0.00645 23.595 69354.68731000001 -84.402209724 33.915207292
3 4359535.0 740169.759 3755793.54 327.679 0.816 0.06817999999999999 23.408 69354.70043 -84.402209124 33.91520702
3 4359536.0 740169.751 3755793.568 327.437 0.843 0.0579 23.371 69354.70046000001 -84.402209205 33.915207273
3 4359537.0 740169.733 3755793.604 327.196 0.871 0.04761 23.324 69354.70049 -84.402209388 33.915207599
3 4359538.0 740169.757 3755793.605 326.957 0.871 0.03732 23.334 69354.70053 -84.402209123 33.915207604
3 4359539.0 740169.756 3755793.627 326.717 0.847 0.027030000000000002 23.314 69354.70056 -84.40220912699999 33.9152078
3 4359540.0 740169.753 3755793.651 326.477 0.863 0.01674 23.293000000000003 69354.70059 -84.402209159 33.915208017
3 4359541.0 740169.752 3755793.672 326.238 0.855 0.00645 23.278000000000002 69354.70062999999 -84.40220916 33.915208211999996
3 4359651.0 740169.816 3755793.639 327.678 0.835 0.06828 23.1 69354.71373999999 -84.402208476 33.915207896
3 4359652.0 740169.792 3755793.679 327.439 0.863 0.058 23.043000000000003 69354.71377 -84.402208723 33.915208266
